weight_decay,num_layers_temporal,num_layers_spatial,nhead_temporal,nhead_spatial,learning_rate,dropout_rate,dim_feedforward,d_model,batch_size,scheduler_type,pct_start,aug_p,aug_channel_dropout,aug_mixup_alpha,aug_noise_std,aug_magnitude_range,aug_stretch_range,MAE,MSE,RMSE,R2,total_params,epochs_trained,overfit_ratio,best_val_loss,time_seconds,iteration
0.005,1,2,4,4,0.0003,0.25,512,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.33110401832306197,0.25049180942762694,0.500491567788736,0.9326427094448128,290050,25,0.9279228097374399,0.25359630334091116,102.83831334114075,144
0.005,3,2,4,8,0.0003,0.25,256,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.33367618756428846,0.2507449183065092,0.5007443642284046,0.932574648423832,634466,22,0.6363810625842093,0.25322152671738846,123.28308820724487,91
0.005,1,3,4,8,0.0003,0.25,1024,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.329307832403529,0.2515948240542929,0.5015922886710809,0.9323461086223558,621122,24,0.8430332980275373,0.25440800479946507,132.45606875419617,146
0.005,3,4,8,4,0.0003,0.25,256,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.27774889257181345,0.252488815708852,0.5024826521471681,0.9321057141129798,833346,22,0.766870514318934,0.2800753433768765,146.19173669815063,29
0.005,2,3,4,4,0.0003,0.25,1024,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3149013108252942,0.2525707034192144,0.5025641286634118,0.9320836944936063,2293154,21,0.24026297461301527,0.25972241920049444,138.45448470115662,104
0.005,3,2,8,4,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29465869616652823,0.2531858508573167,0.5031757653716211,0.9319182812419027,782690,25,1.0647006311063019,0.27089430375691204,139.95140385627747,125
0.005,3,4,8,4,0.0003,0.25,256,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29668242094142044,0.25328530150722045,0.5032745786419383,0.9318915389450717,2048706,22,0.787502396484039,0.2589293462793718,172.89455461502075,15
0.005,2,3,2,4,0.0003,0.25,256,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.30299802557821126,0.2536561695970864,0.5036428988848015,0.9317918124520425,323906,25,0.9717931222349773,0.26340992848115674,131.21964049339294,133
0.005,1,4,4,8,0.0003,0.25,1024,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.28231342403676757,0.25374392080689556,0.5037300078483469,0.9317682161366612,1426242,30,2.139206318026131,0.26286243470043325,208.75411701202393,58
0.005,4,3,4,4,0.0003,0.25,512,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.27870454230477554,0.2545693662141538,0.5045486757629573,0.9315462537249513,1638146,23,0.9923409424265346,0.27509633664877364,165.31731152534485,96
0.005,3,4,2,4,0.0003,0.25,256,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3141493215044906,0.2553466652726965,0.5053183801057473,0.9313372378746759,423810,24,0.8432883363892748,0.2598067780432626,147.03770184516907,145
0.005,3,2,2,8,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2843503091291029,0.256252303589325,0.506213693601156,0.9310937115758702,782690,21,0.22690510083370619,0.2975976543795857,120.21248817443848,31
0.005,4,2,2,4,0.0003,0.25,1024,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2823414740760078,0.25769014102954785,0.5076318952051259,0.9307070768413712,1426242,30,1.8637461251251377,0.26339787124961456,205.41502809524536,34
0.005,3,3,8,4,0.0003,0.25,1024,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29461251190742965,0.2580198377999512,0.5079565314079062,0.9306184213232132,621122,25,1.0175732135296587,0.263839180534461,137.95354104042053,107
0.005,1,3,8,4,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3007240195178217,0.2585204920620287,0.5084491046919335,0.9304837953061968,782690,22,0.6818294116152996,0.2630097058153832,128.14376091957092,126
0.005,1,3,4,8,0.0003,0.25,1024,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.30053433158079307,0.25861822500657994,0.5085452044868577,0.9304575149006299,1079138,21,,,129.4230499267578,129
0.005,3,4,4,8,0.0003,0.25,512,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2662006571839402,0.2598635609333867,0.5097681442905065,0.9301226438561339,2377410,29,2.504188700710552,0.27803232642442594,229.92829728126526,12
0.005,4,2,4,8,0.0003,0.25,1024,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29264625399832495,0.2606001469320481,0.5104901046367579,0.9299245757546495,3034818,23,,,184.7161660194397,112
0.005,2,4,4,4,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3254581641246302,0.26087793090878186,0.5107621079414387,0.9298498795956206,1030978,24,1.0571503193748721,0.26451764317132975,163.1551651954651,4
0.005,3,3,4,4,0.0003,0.25,256,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2779501063124362,0.26100962595809035,0.5108910118196349,0.9298144667742544,1044354,29,2.0247292907297725,0.2721565250628708,159.93879413604736,147
0.005,2,2,8,4,0.0003,0.25,256,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.28325802358729096,0.26194980258131767,0.5118103189476719,0.9295616531188753,713730,22,0.8169880033802245,0.28577676776067173,98.95214986801147,26
0.005,4,2,2,4,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2774690229084066,0.2619563279977956,0.5118166937466925,0.9295598984332643,1030978,25,1.3345109201537824,0.2892609882392744,165.72281742095947,45
0.005,4,2,8,8,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29530357069993324,0.26195647229403984,0.5118168347114423,0.9295598596319794,1030978,30,,,202.30324983596802,60
0.005,3,2,4,4,0.0003,0.25,512,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.26830735958168045,0.2619649704116795,0.5118251365570857,0.9295575744866873,422978,22,0.7247404006515978,0.31838027614225417,117.6485390663147,25
0.005,3,3,4,8,0.0003,0.25,1024,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.28291894182269944,0.2632978806476293,0.5131255992908844,0.9291991546954295,621122,27,1.4700978854259215,0.3030597217168606,304.5731101036072,1
0.005,2,4,8,4,0.0003,0.25,256,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2816700607468021,0.26390536329789455,0.5137172016760725,0.929035802506491,423810,24,0.9450143484346786,0.2799996218351341,152.53039813041687,108
0.005,1,3,2,4,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29114282688853976,0.2643472088452413,0.5141470692761375,0.928916990162961,782690,21,0.22944321223968,0.28826004375283737,117.07524275779724,136
0.005,2,3,2,8,0.0003,0.25,256,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.32356335236810685,0.26517070649595537,0.5149472851622342,0.9286955515033202,1553570,22,0.8399256138028858,0.27064107534631426,139.3924298286438,137
0.005,3,3,4,8,0.0003,0.25,256,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.30112570186396426,0.2656746228781751,0.5154363422171307,0.9285600483016376,323906,24,0.9442202583619265,0.2774010514143214,123.90428113937378,134
0.005,2,3,8,8,0.0003,0.25,256,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3091717066462113,0.2658744241788537,0.5156301234207071,0.9285063216975867,634466,21,0.20065051198773473,0.27709212531653543,121.47692632675171,65
0.005,2,4,4,4,0.0003,0.25,512,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2864086804973033,0.2661538821162794,0.5159010390726883,0.9284311754102406,1638146,31,2.536116061226076,0.26942232930047655,212.3575119972229,40
0.005,3,3,4,4,0.0003,0.25,512,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2950058353392593,0.2663574530621941,0.5160982978679489,0.9283764351479386,1241730,22,0.6897268396483222,0.2864512441060817,127.3161211013794,35
0.005,3,4,4,8,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3191373202883249,0.26665894835188175,0.5163903062140901,0.928295363012786,1030978,22,0.7058180616700869,0.2712049966209917,151.25768160820007,32
0.005,2,3,4,4,0.0003,0.25,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2981007223260789,0.26713150777321537,0.5168476639912531,0.9281682917032685,1636482,22,0.785159365422529,0.2927532522154543,130.21970081329346,7
0.005,3,4,2,4,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3151426116757525,0.2678176666453983,0.5175110304577075,0.9279837834647507,1030978,21,0.20001102316003605,0.2739625036123992,146.9162585735321,8
0.005,3,2,8,4,0.0003,0.25,1024,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2937713173605049,0.2685298271535255,0.5181986367731254,0.9277922833818639,2293154,25,1.521397814271812,0.2749593894903542,165.00471663475037,33
0.005,2,3,2,4,0.0003,0.25,512,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.27660104449584083,0.26877966724039454,0.5184396466710417,0.9277251013396166,422978,38,2.7941082953868954,0.289081195007733,187.62628412246704,120
0.005,4,3,8,4,0.0003,0.25,1024,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.28025243122145727,0.26890841352695877,0.5185637988974536,0.9276904814410586,3034818,26,1.882321136849859,0.3039324938311938,208.09252095222473,124
0.005,4,4,8,4,0.0003,0.25,1024,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29207615834311357,0.26915858872378506,0.5188049621233254,0.9276232092876862,3034818,22,0.8205476291960662,0.29911557894650026,176.35487580299377,56
0.005,2,4,2,8,0.0003,0.25,256,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.306275799777261,0.26952995050301676,0.5191627399024479,0.9275233500415019,1374978,24,1.1882335897916438,0.276212504055052,165.99289870262146,142
0.005,4,3,2,8,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.33816815905848663,0.2698977306251846,0.5195168241983936,0.9274244539035168,1030978,21,0.2006350036901946,0.27400904660464587,147.33088517189026,85
0.005,4,2,4,8,0.0003,0.25,1024,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29996574917990104,0.2699565895910751,0.5195734689060587,0.9274086267174849,1426242,24,1.1464157333099771,0.29802968997483137,171.9905982017517,28
0.005,2,4,8,8,0.0003,0.25,256,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.27969407427856463,0.27060203850684805,0.5201942315201583,0.9272350653932341,2048706,26,1.9783467858174104,0.300285344865433,195.1485767364502,54
0.005,2,3,4,4,0.0003,0.25,1024,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3081306099252243,0.2707415036990347,0.5203282653277974,0.9271975631791142,1079138,21,0.20831082903652695,0.2988801826057091,124.23981428146362,43
0.005,4,2,4,4,0.0003,0.25,1024,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2808754266564415,0.2727155107311364,0.5222217064917317,0.9266667523493186,1426242,30,2.011398481751949,0.28129013522129176,203.22082805633545,48
0.005,3,4,4,8,0.0003,0.25,256,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3539102140268212,0.2727735587976326,0.5222772815254677,0.9266511432142731,1374978,24,1.1783000224656532,0.2732854581972485,172.69654631614685,113
0.005,3,3,2,4,0.0003,0.25,512,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2873470925836302,0.2728677283185165,0.5223674265481305,0.926625821013942,422978,27,1.3583889049643998,0.2927044525205955,137.61472153663635,89
0.005,1,3,8,4,0.0003,0.25,256,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2952650761879528,0.2732787110132777,0.5227606632229301,0.9265153076967704,634466,32,2.4582457397483033,0.28684275774515755,171.01678919792175,53
0.005,1,2,4,4,0.0003,0.25,512,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2937900411490426,0.27341751920790175,0.5228934109432837,0.9264779821494078,845314,32,2.7403053508038253,0.2823566823817695,138.3047559261322,110
0.005,3,2,4,8,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.309555109216455,0.27381725838687043,0.5232755090646517,0.9263704922155628,782690,21,0.22190389240669514,0.2911677917500501,122.25573372840881,51
0.005,1,2,2,4,0.0003,0.25,512,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3268430795443299,0.2744965633832659,0.5239241962185617,0.9261878269854207,290050,24,0.9163058469443347,0.27819650665272116,101.22881388664246,119
0.005,1,3,8,8,0.0003,0.25,512,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.28603071380014805,0.2746190503122786,0.5240410769322178,0.9261548902291827,422978,29,1.6292848376952362,0.2954486584890318,159.21639156341553,36
0.005,1,4,8,8,0.0003,0.25,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.30101434674063127,0.2747708771940349,0.5241859185384847,0.9261140639546155,2164482,22,0.8432755779314757,0.3055117099638819,183.65851616859436,69
0.005,2,3,8,8,0.0003,0.25,512,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3140594763366333,0.27501440534229404,0.5244181588601734,0.9260485791937438,1241730,22,0.828578534047429,0.3069644971284666,132.30693554878235,90
0.005,3,2,4,4,0.0003,0.25,512,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2853926969251951,0.2754797078484088,0.5248616082820392,0.9259234592699745,782690,30,2.1904450572377825,0.3031932923397844,161.78525304794312,44
0.005,1,3,2,4,0.0003,0.25,1024,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29467979340023864,0.2756842688080229,0.5250564434496761,0.9258684527928188,2293154,28,2.293822258636209,0.2910059954795011,179.95656847953796,70
0.005,2,3,8,8,0.0003,0.25,256,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.29277873771770146,0.27582000425557696,0.5251856855014014,0.9258319535076709,323906,27,1.3880148422018561,0.2939718035686222,142.24164414405823,86
0.005,1,3,8,8,0.0003,0.25,512,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.302148842990309,0.2759459292793932,0.5253055580130418,0.92579809224715,1800098,24,1.2628134092062209,0.29251694476032114,158.0780589580536,106
0.005,2,2,4,8,0.0003,0.25,256,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3174356147346757,0.2759718747099017,0.5253302529932021,0.9257911155164325,224002,22,0.6675573622977201,0.2942729562051477,93.96131634712219,99
0.005,1,4,8,8,0.0003,0.25,256,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3520072231786375,0.27639067674555906,0.5257287102161713,0.9256784995771514,2048706,27,2.1024076987484346,0.27679126588634684,211.87059235572815,19
0.005,3,2,2,4,0.0003,0.25,512,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2856285757999266,0.2768076390439799,0.5261251172905357,0.9255663783435293,1241730,30,2.4393218294883803,0.2961985405984447,174.9269781112671,130
0.005,4,3,8,8,0.0003,0.25,512,64,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.30920267791614575,0.27687769888831754,0.5261916940510536,0.9255475392393602,555906,21,0.1907251709172602,0.3016724500232233,139.89645624160767,39
0.005,4,3,4,8,0.0003,0.25,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.2825634134150343,0.27786116258206445,0.5271253765301614,0.9252830856832877,2164482,25,1.4299465588230487,0.28637930869340716,191.83012509346008,13
0.005,3,2,8,4,0.0003,0.25,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.31197692619519,0.2779725159526682,0.5272309891808981,0.925253142742817,1636482,26,1.5904921079801992,0.2922785867002792,155.0768597126007,62
0.005,3,4,2,8,0.0003,0.25,256,160,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3045046227001777,0.27803506801671374,0.5272903071522496,0.9252363224820573,2048706,21,0.2716094971460682,0.2922998079335609,163.92924761772156,139
0.005,2,3,4,8,0.0003,0.25,256,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.34888156305008683,0.2786818698874584,0.5279032770190563,0.9250623973479823,1044354,21,0.23464836396079078,0.28247837645839413,129.71501970291138,9
0.005,2,2,2,4,0.0003,0.25,1024,96,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.5, 2.0)","(0.75, 1.25)",0.3068477971468621,0.2786982185254498,0.5279187612932976,0.92505800119642,732034,32,2.4356216177547947,0.30497693801655057,143.51499438285828,30
