weight_decay,num_layers_temporal,num_layers_spatial,nhead_temporal,nhead_spatial,learning_rate,dropout_rate,dim_feedforward,d_model,batch_size,scheduler_type,pct_start,aug_p,aug_channel_dropout,aug_mixup_alpha,aug_noise_std,aug_magnitude_range,aug_stretch_range,MAE,MSE,RMSE,R2,total_params,epochs_trained,overfit_ratio,best_val_loss,time_seconds,iteration
0.001,2,2,2,8,0.0003,0.5,2048,256,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.33980988728141576,0.40834969271252053,0.6390224508673545,0.8901946975311956,4330498,24,,,230.47054243087769,49
0.01,2,3,2,8,0.0003,0.6,2048,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.32110594655581187,0.41076430118436613,0.6409089648182229,0.8895454088986181,2425986,58,,,581.7672262191772,50
0.001,4,3,2,8,0.001,0.6,2048,128,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.35959209653437807,0.41287385750779454,0.6425526106925367,0.8889781488411161,3217154,29,,,304.85285806655884,41
0.005,2,2,2,8,0.0005,0.5,512,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.35871127679850134,0.4201351834484625,0.6481783577445813,0.8870255770491717,1666818,22,,,182.40842056274414,8
0.001,3,3,4,8,0.0005,0.5,2048,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3571892917504547,0.42016627638928666,0.6482023421658446,0.8870172161520467,2425986,25,,,273.6469795703888,114
0.001,3,3,4,8,0.0005,0.4,2048,192,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3739198539811623,0.42275964318838444,0.6501996948541151,0.8863198593745849,4231874,21,,,213.08695697784424,148
0.01,4,3,4,8,0.0003,0.6,1024,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.357315698617576,0.43142785991728977,0.6568316830949081,0.8839889744081728,6438402,34,,,438.012113571167,7
0.005,2,2,4,8,0.0003,0.6,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.32508092886344747,0.43168546281874176,0.6570277488955407,0.8839197049437516,1108482,33,,,232.10089707374573,147
0.001,4,2,4,8,0.0005,0.6,1024,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3376375135543176,0.43204668824011433,0.6573025849942432,0.8838225713659356,4037250,24,,,339.3095841407776,76
0.005,2,3,4,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.35273643671071175,0.4399941216422235,0.6633205270773878,0.8816855051598306,1636482,23,,,239.84087133407593,59
0.001,3,3,4,8,0.001,0.5,1024,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.35864233670874995,0.44627587602540997,0.66803882823187,0.8799963403278489,4859138,21,,,215.8576877117157,100
0.001,2,3,2,8,0.0005,0.5,2048,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3455594987429271,0.44653198132083377,0.6682304851777071,0.8799274735699457,4231874,27,,,317.5406436920166,56
0.001,4,4,4,8,0.001,0.5,512,160,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3712403531212915,0.45665780705967945,0.6757646092092123,0.8772046372905435,2377410,22,,,278.5486011505127,106
0.01,2,2,2,8,0.0003,0.6,1024,192,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3567824687959776,0.4577440237990192,0.6765678264586775,0.8769125534228722,2061058,23,,,157.06765747070312,31
0.01,4,2,4,8,0.001,0.6,512,192,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.36956094951823704,0.4662792726706992,0.6828464488233787,0.8746174235360937,3248770,22,,,246.69575119018555,28
0.01,4,3,2,8,0.0005,0.5,2048,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.37405504641070997,0.47242438960517635,0.6873313535734976,0.8729650005375255,8539650,33,,,471.27781867980957,78
0.005,3,3,2,8,0.0003,0.5,512,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3750657737144651,0.4827740731127546,0.6948194536084569,0.8701819688656831,2457794,22,,,236.72002744674683,107
0.01,4,3,2,8,0.001,0.6,1024,160,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3745786266176104,0.4835266161654221,0.695360781296603,0.8699796099096373,3034818,24,,,259.4563956260681,91
0.005,3,3,4,8,0.0005,0.6,1024,256,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.357171249386809,0.49467025470350284,0.703327985155932,0.8669830835938004,4859138,22,,,270.3341610431671,45
0.005,4,4,4,8,0.0005,0.6,512,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3784524362702523,0.5229473667929874,0.7231509986116229,0.8593793632988128,5387778,30,,,376.5449388027191,83
0.005,2,2,4,8,0.0003,0.6,1024,192,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3843836187140126,0.5317246053304087,0.7291944907433192,0.8570191623493758,2061058,23,,,162.84526681900024,137
0.01,2,2,2,8,0.001,0.5,512,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.47782777881874944,0.5511433131174441,0.7423902700853805,0.8517974684919742,1666818,21,,,166.9544734954834,145
0.01,4,3,4,8,0.001,0.6,512,192,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.40707970347383465,0.5779562838919661,0.7602343611623761,0.8445874560479186,3248770,21,,,232.80404019355774,90
0.001,3,3,2,8,0.001,0.6,2048,160,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3900768523738962,0.5815655408932467,0.7626044458913459,0.8436169262206995,3279266,28,,,265.2645597457886,125
0.001,3,4,2,8,0.0005,0.5,1024,192,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4223076048318048,0.5927792690963979,0.7699215993180071,0.8406015527818933,4037250,21,,,246.01817321777344,27
0.01,4,4,4,8,0.001,0.5,1024,192,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4301435302218166,0.5929919082530225,0.7700596783711133,0.8405443740761748,4037250,22,,,257.09850883483887,117
0.01,4,2,4,8,0.001,0.5,512,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4236242001854381,0.5984906499098489,0.7736217744543188,0.8390657615007253,5387778,21,,,258.9139542579651,149
0.005,4,3,4,8,0.0005,0.5,512,256,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.42809899942213575,0.60062716695529,0.7750013980344099,0.838491251700446,5387778,21,,,301.20437002182007,82
0.005,4,3,2,8,0.0005,0.6,2048,192,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4273252515263425,0.6033982003140634,0.776787101021936,0.8377461203545887,5614210,25,,,319.4698441028595,66
0.01,2,2,4,8,0.0005,0.6,2048,128,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.40452980985841797,0.6077914875923484,0.7796098303589741,0.8365647646512944,1634818,29,,,182.6539876461029,12
0.001,2,2,4,8,0.0003,0.6,2048,256,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4010243224538499,0.6087852861472445,0.78024693921043,0.8362975320492847,4330498,45,,,429.70731568336487,37
0.01,3,3,4,8,0.001,0.6,512,256,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4223726991324476,0.6116356853570911,0.782071406814679,0.8355310592124497,4071170,21,,,259.24443435668945,68
0.001,3,2,4,8,0.001,0.6,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4110795320522848,0.6330068191356106,0.7956172566854056,0.8297843576707795,1636482,24,,,240.80156230926514,34
0.001,3,2,2,8,0.0003,0.6,2048,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4285883835025372,0.6463135827773343,0.8039363051743181,0.8262061666432452,4231874,26,,,309.24332213401794,47
0.01,4,3,4,8,0.0005,0.6,2048,256,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4532498531677807,0.6865950447108706,0.8286103093196889,0.815374474614493,8539650,22,,,363.06503891944885,75
0.01,2,2,4,8,0.0005,0.6,2048,160,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.4161154972936256,0.7276468275811279,0.8530221729715635,0.8043356431536213,2208898,29,,,251.8882110118866,71
0.01,2,4,4,8,0.001,0.5,2048,160,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.5103105866710493,0.8207849685988506,0.9059718365373455,0.7792907810456116,4349634,22,,,270.646288394928,54
0.001,2,4,2,8,0.0005,0.6,2048,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.5999954190402664,1.04359045053996,1.0215627491935872,0.7193783487042584,5614210,21,,,314.6571054458618,87
0.005,2,3,4,8,0.001,0.5,2048,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.5874808553253109,1.0902498839270758,1.0441503167298642,0.7068316190567789,4231874,21,,,258.3912613391876,110
0.001,2,4,4,8,0.001,0.5,512,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.627462466416105,1.2367286399774908,1.1120830184736619,0.6674434564098848,5387778,22,,,275.27984070777893,33
0.001,4,2,4,8,0.001,0.6,2048,128,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.7252429193129954,1.507655067581139,1.227866062557777,0.5945912935193038,3217154,25,,,266.7935516834259,57
0.001,4,3,4,8,0.001,0.5,2048,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.9850126906303384,1.738882160580215,1.3186668118141955,0.532414288518787,3217154,21,,,277.97563672065735,94
0.001,3,2,2,8,0.001,0.5,2048,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.252595934983625,3.0174185786853007,1.7370718403927055,0.18861562621332562,4231874,21,,,257.3127086162567,15
0.005,2,3,2,8,0.001,0.4,1024,160,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.4118909727516742,4.41198305729031,2.1004721034306333,-0.18638300147825415,2293154,20,,,181.02643156051636,53
0.001,3,3,2,8,0.001,0.6,2048,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.4307035827422985,4.556003569304837,2.1344796952196186,-0.22511014188190925,6435074,28,,,319.2684271335602,79
0.001,3,3,2,8,0.001,0.5,512,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.3639453524644225,5.028876507786679,2.2425156650036313,-0.35226575621431855,2457794,20,,,221.85230612754822,25
0.005,2,4,2,8,0.001,0.6,512,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.3323965076960997,5.441368544575354,2.332674118812003,-0.46318493571628694,3248770,20,,,266.73447585105896,101
0.01,3,3,2,8,0.001,0.6,2048,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.3282729760486094,5.4779945034448865,2.340511590111206,-0.47303366234361466,4231874,20,,,246.39727544784546,26
0.01,2,2,4,8,0.001,0.6,2048,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.3287081971636234,5.481876746808574,2.3413408010814174,-0.4740775982505465,4330498,20,,,165.48847794532776,146
0.001,2,4,4,8,0.001,0.4,2048,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",2.4224893721360865,6.886118222328625,2.6241414257483577,-0.8516783720737606,8539650,24,,,352.5486388206482,109
0.01,3,4,2,8,0.001,0.4,2048,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",2.5297280984193153,7.48319066632749,2.735542115619405,-1.0122312547601187,8539650,23,,,329.5133674144745,51
0.005,4,4,2,8,0.001,0.5,2048,256,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",2.6961874075529724,8.512049938520969,2.9175417629437574,-1.2888916896696978,8539650,24,,,392.08525347709656,6
0.01,4,2,2,8,0.001,0.4,2048,192,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",2.7116786854222403,8.614113830075233,2.934981061280504,-1.3163366876292022,5614210,21,,,314.036661863327,93
0.01,2,4,2,8,0.001,0.5,1024,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",2.7813967090314793,9.08675474423082,3.014424446595207,-1.4434299105804507,6438402,24,,,315.10260558128357,11
0.005,3,4,4,8,0.001,0.6,2048,256,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",3.0455713731861613,11.075290955764048,3.327955972630054,-1.9781476392192157,8539650,22,,,362.7554740905762,63
0.001,4,4,4,8,0.001,0.6,2048,256,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",3.0517844960383695,11.125823035819664,3.3355393920353666,-1.9917357242206437,8539650,25,,,362.0292248725891,129
0.005,3,4,2,8,0.001,0.6,1024,256,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",3.1086324544135375,11.596204654590874,3.405320051711861,-2.1182214222551976,6438402,21,,,317.2217435836792,43
