weight_decay,num_layers_temporal,num_layers_spatial,nhead_temporal,nhead_spatial,learning_rate,dropout_rate,dim_feedforward,d_model,batch_size,scheduler_type,pct_start,aug_p,aug_channel_dropout,aug_mixup_alpha,aug_noise_std,aug_magnitude_range,aug_stretch_range,MAE,MSE,RMSE,R2,epochs_trained,overfit_ratio,best_val_loss,time_seconds,iteration
0.0001,3,3,2,8,0.001,0.3,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.25,0.8,0.1,"(0.9, 1.1)","(0.7, 1.3)",0.3015022644224868,0.30375647966365726,0.5511410705651115,0.9183198304747875,19,4.418557472642821,0.30552061199135827,187.48409605026245,209
0.001,3,3,2,8,0.0005,0.3,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.25,0.2,0.05,"(0.8, 1.2)","(0.9, 1.1)",0.2987302862657968,0.3040427058982938,0.55140067636728,0.9182428641911593,21,7.2104239675180475,0.30765069475857193,169.48002886772156,175
0.005,3,3,2,8,0.0005,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.9, 1.1)","(0.9, 1.1)",0.2986062192701569,0.3040442465192429,0.5514020733722742,0.9182424499179217,27,6.970827728001697,0.3042571081224457,195.7441327571869,109
0.01,3,3,2,8,0.001,0.3,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.8,0.05,"(0.9, 1.1)","(0.9, 1.1)",0.36195101700386695,0.3041545871325298,0.5515021188830826,0.9182127793080674,18,4.711348424361831,0.30415942667573354,150.8063085079193,10
0.01,3,3,2,8,0.0005,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.2,0.05,"(0.8, 1.2)","(0.8, 1.2)",0.2894728922536073,0.3069549718621633,0.5540351720443056,0.9174597553735474,32,9.012873957325032,0.30943997844505916,399.0537791252136,57
0.001,3,3,2,8,0.0005,0.2,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.01,"(0.9, 1.1)","(0.8, 1.2)",0.2954025612657936,0.3074868567092009,0.554514974287621,0.9173167314468742,32,9.781622634206872,0.30885634741006,241.6453869342804,90
0.01,3,3,2,8,0.0005,0.4,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.4,0.2,0.1,"(0.8, 1.2)","(0.7, 1.3)",0.29505600013296046,0.30753046471770584,0.5545542937510319,0.9173050052459013,39,5.711973655021009,0.31452913278265276,228.4401273727417,132
0.0001,3,3,2,8,0.001,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.1,0.2,0.01,"(0.5, 2.0)","(0.9, 1.1)",0.30795352666112413,0.3084379906964108,0.5553719390610321,0.9170609713544392,16,,0.3086383868855636,191.23611187934875,184
0.001,3,3,2,8,0.001,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.4,0.5,0.1,"(0.9, 1.1)","(0.7, 1.3)",0.3670261315018363,0.310396814939498,0.5571326726548157,0.9165342431792161,16,,0.31059149889036486,180.36081504821777,67
0.001,3,3,2,8,0.001,0.4,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.25,0.5,0.1,"(0.9, 1.1)","(0.8, 1.2)",0.28637620691936083,0.3105378999637886,0.5572592753501628,0.9164963053919652,24,,0.3157231284770765,237.06825423240662,168
0.005,3,3,2,8,0.0005,0.3,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.1,0.8,0.1,"(0.9, 1.1)","(0.7, 1.3)",0.31811510307269714,0.3105947140609971,0.5573102493773079,0.916481028071473,17,6.299680143704881,0.3175786188801517,248.36614632606506,80
0.01,3,3,2,8,0.0005,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.1,0.8,0.01,"(0.9, 1.1)","(0.7, 1.3)",0.2939806901684446,0.3113402017671992,0.5579786750111506,0.9162805662993029,26,7.35944151967763,0.3168288290970145,233.80931997299194,98
0.01,3,3,2,8,0.0005,0.2,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.4,0.8,0.1,"(0.8, 1.2)","(0.7, 1.3)",0.32345039205267656,0.3116833965716258,0.5582861242872026,0.9161882811574789,22,5.444843685943889,0.312587428658597,176.1279969215393,189
0.005,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.1,0.8,0.05,"(0.8, 1.2)","(0.8, 1.2)",0.30185262936317914,0.3126324189906334,0.5591354209765586,0.9159330888660959,16,,0.3706412686634493,149.87317538261414,177
0.005,3,3,2,8,0.0005,0.2,1024,128,128,ReduceLROnPlateau,0.1,0.8,0.4,0.5,0.01,"(0.5, 2.0)","(0.7, 1.3)",0.4126428619497983,0.3128347065902047,0.559316284932063,0.915878693695846,19,4.577638613028812,0.3128804136243693,147.265540599823,137
0.01,3,3,2,8,0.001,0.4,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.4,0.8,0.1,"(0.9, 1.1)","(0.8, 1.2)",0.3109135981447609,0.3128516442708193,0.5593314261426934,0.9158741391506211,30,4.004541119919278,0.321802323540171,182.5959448814392,246
0.001,3,3,2,8,0.001,0.2,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.4,0.5,0.1,"(0.8, 1.2)","(0.9, 1.1)",0.3111378990627954,0.31292997075450335,0.5594014397143641,0.9158530771457127,19,,0.3129221092448455,190.99050283432007,244
0.01,3,3,2,8,0.001,0.4,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.4,0.8,0.1,"(0.5, 2.0)","(0.7, 1.3)",0.3098213364172053,0.3139619969305934,0.5603231183260186,0.9155755651298018,21,,0.31514667588923984,139.8702907562256,231
0.01,3,3,2,8,0.0005,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.5,0.01,"(0.9, 1.1)","(0.8, 1.2)",0.31483980869182676,0.3142264832163614,0.5605590809329213,0.9155044447221563,19,4.944323616560328,0.32210188150092883,147.37340927124023,97
0.0001,3,3,2,8,0.001,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.01,"(0.5, 2.0)","(0.7, 1.3)",0.3463093062512247,0.31505246766429906,0.5612953479802759,0.9152823373623151,17,,0.315138664053556,183.54573941230774,197
0.005,3,3,2,8,0.0005,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.5,0.05,"(0.5, 2.0)","(0.8, 1.2)",0.31062997091174216,0.31599181027069007,0.5621314884176922,0.9150297479742066,19,3.789654064552213,0.32973708050843925,151.17416787147522,234
0.01,3,3,2,8,0.001,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.1,0.2,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3036417150006693,0.3160349364696385,0.5621698466385746,0.9150181513319061,17,,0.32507250890504663,169.86238598823547,174
0.0001,3,3,2,8,0.0005,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.2,0.01,"(0.5, 2.0)","(0.9, 1.1)",0.3101970553216367,0.31610119898633354,0.5622287781555952,0.915000333329792,17,3.908746670878494,0.3530587678161762,127.28596377372742,249
0.001,3,3,2,8,0.0005,0.4,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.4,0.2,0.05,"(0.9, 1.1)","(0.8, 1.2)",0.3047320519828832,0.3161558081141291,0.5622773409218347,0.9149856489259535,32,4.981139368504237,0.3207025646777727,233.3075773715973,73
0.001,3,3,2,8,0.0005,0.3,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.2,0.01,"(0.9, 1.1)","(0.7, 1.3)",0.3119188297092467,0.317531477442953,0.5634993145008723,0.9146157312072816,20,,0.3179116215799996,174.5132713317871,37
0.01,3,3,2,8,0.0005,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.25,0.5,0.01,"(0.8, 1.2)","(0.7, 1.3)",0.30266508559072186,0.3193746684375108,0.5651324344235701,0.9141200968324379,19,4.6345134891763635,0.32350366303818795,191.46186566352844,230
0.01,3,3,2,8,0.0005,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.1,0.5,0.01,"(0.8, 1.2)","(0.9, 1.1)",0.2999551626129519,0.31992293336617894,0.5656173029232565,0.9139726682990024,18,5.507372644826034,0.33202529466960407,243.18249559402466,12
0.0001,3,3,2,8,0.0005,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.4,0.8,0.01,"(0.8, 1.2)","(0.8, 1.2)",0.3096320287327702,0.31993751082377303,0.5656301891021845,0.9139687484181529,26,3.3304376245094875,0.3328605083152037,243.4082226753235,224
0.005,3,3,2,8,0.0005,0.5,1024,128,128,ReduceLROnPlateau,0.1,0.8,0.1,0.2,0.01,"(0.9, 1.1)","(0.7, 1.3)",0.3076214304350635,0.32011923577017926,0.5657908056606958,0.9139198825488689,22,6.148830339958658,0.34162915836829644,159.76898622512817,223
0.01,3,3,2,8,0.001,0.4,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.4,0.2,0.05,"(0.5, 2.0)","(0.7, 1.3)",0.33774148092856554,0.32048707022730627,0.5661157745791106,0.913820971800204,17,,0.32047292606573935,153.15162992477417,205
0.01,3,3,2,8,0.0005,0.2,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.8,0.1,"(0.8, 1.2)","(0.9, 1.1)",0.38058951252645246,0.3213339312617916,0.5668632385873965,0.9135932507226565,16,4.217983538072048,0.3243318712966208,129.9429612159729,61
0.005,3,3,2,8,0.001,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.05,"(0.8, 1.2)","(0.8, 1.2)",0.31718419363421774,0.32423961068506624,0.5694204164631491,0.9128119130269412,20,,0.3596714317507969,149.04898881912231,147
0.0001,3,3,2,8,0.0005,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.8,0.05,"(0.5, 2.0)","(0.7, 1.3)",0.29931610649723533,0.3243750547647942,0.5695393355728771,0.9127754920906517,17,,0.3672103888140705,208.85481452941895,55
0.01,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.2,0.01,"(0.5, 2.0)","(0.9, 1.1)",0.31007067745758543,0.32629045138983054,0.5712183920269291,0.9122604416093772,16,,0.36046475155721996,128.262779712677,149
0.001,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.8,0.01,"(0.9, 1.1)","(0.8, 1.2)",0.304254730978275,0.3276756158596452,0.5724295728381311,0.911887970645663,44,,0.33999984182322374,321.698490858078,52
0.01,3,3,2,8,0.0005,0.4,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.4,0.2,0.01,"(0.9, 1.1)","(0.7, 1.3)",0.32632324371846294,0.3280569405581665,0.5727625516373835,0.9117854323687714,22,5.237396476463218,0.3360703409232328,201.17624926567078,74
0.005,3,3,2,8,0.001,0.5,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.1,0.2,0.01,"(0.8, 1.2)","(0.9, 1.1)",0.33708487314589475,0.32998379970891073,0.5744421639372503,0.9112672996123664,16,5.077356718132469,0.33017069006538535,137.75439763069153,115
0.0001,3,3,2,8,0.0005,0.4,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.25,0.2,0.05,"(0.8, 1.2)","(0.8, 1.2)",0.310519819949479,0.3332346362169343,0.5772647886515635,0.9103931491173116,27,7.03492697290015,0.34107697487117783,213.186350107193,169
0.0001,3,3,2,8,0.001,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.1,0.8,0.01,"(0.9, 1.1)","(0.8, 1.2)",0.32067114967376065,0.33391043889023614,0.5778498411267724,0.9102114256624506,16,,0.4165002912271765,193.2783670425415,123
0.001,3,3,2,8,0.001,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.8,0.1,"(0.8, 1.2)","(0.9, 1.1)",0.3208551194164776,0.33578613992846296,0.5794705686473326,0.9097070493312835,16,,0.3416986990337164,119.58107876777649,77
0.01,3,3,2,8,0.001,0.4,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.25,0.2,0.1,"(0.9, 1.1)","(0.8, 1.2)",0.31161548558007207,0.3358189284748284,0.5794988597700849,0.9096982324855373,16,,0.3378371912318115,207.57381749153137,225
0.005,3,3,2,8,0.0005,0.5,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.25,0.5,0.1,"(0.9, 1.1)","(0.9, 1.1)",0.32200695227805337,0.3366789184056928,0.5802403970818413,0.9094669810454996,18,3.429313586413871,0.384924136559407,117.43033003807068,45
0.001,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.1,0.2,0.01,"(0.8, 1.2)","(0.9, 1.1)",0.30991931093740716,0.33770728815382456,0.5811258797832226,0.9091904522436943,29,,0.3387608131652297,257.7145206928253,94
0.001,3,3,2,8,0.001,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.01,"(0.9, 1.1)","(0.9, 1.1)",0.32729095412986403,0.3383282390724178,0.5816598998318673,0.9090234784350905,17,,0.36336227167797375,223.13623571395874,210
0.001,3,3,2,8,0.001,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.1,0.8,0.01,"(0.8, 1.2)","(0.9, 1.1)",0.3327131187511134,0.338575731936722,0.5818726079965632,0.9089569275613938,17,,0.34152791940195615,163.97807240486145,65
0.01,3,3,2,8,0.0005,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.4,0.2,0.05,"(0.5, 2.0)","(0.8, 1.2)",0.3369225582805507,0.3387176503253835,0.5819945449275135,0.9089187656823206,19,3.762490139230723,0.34813977518612876,161.51208639144897,172
0.005,3,3,2,8,0.001,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.4,0.2,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.396149907767415,0.3410371873895014,0.5839838930908124,0.9082950417676013,16,,0.341074909845511,197.09885048866272,131
0.0001,3,3,2,8,0.001,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.2,0.1,"(0.9, 1.1)","(0.9, 1.1)",0.313385098931759,0.34204504509238154,0.5848461721618613,0.9080240286582852,16,,0.45381333210910074,200.881676197052,99
0.001,3,3,2,8,0.001,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.1,0.2,0.1,"(0.5, 2.0)","(0.8, 1.2)",0.3413622415676568,0.34236558257368344,0.5851201437086946,0.9079378360745389,17,,0.34235359159006895,190.6185748577118,179
0.005,3,3,2,8,0.0005,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.2,0.01,"(0.8, 1.2)","(0.9, 1.1)",0.3167229228497267,0.34249569382721323,0.5852313165127215,0.9079028491361295,24,4.448965742310909,0.3758324091439397,184.65544891357422,162
0.01,3,3,2,8,0.0005,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.1,0.8,0.05,"(0.5, 2.0)","(0.7, 1.3)",0.32026720551534965,0.342542593271374,0.5852713842922563,0.9078902378675437,19,4.458494571828826,0.3474760913996435,241.23710918426514,112
0.0001,3,3,2,8,0.0005,0.4,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.25,0.2,0.05,"(0.8, 1.2)","(0.8, 1.2)",0.3180364052697133,0.34590216855308514,0.5881344816902722,0.9069868474975779,22,,0.35609468331438926,285.85648703575134,102
0.01,3,3,2,8,0.001,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.25,0.2,0.1,"(0.5, 2.0)","(0.8, 1.2)",0.35421679809761064,0.3460242189127572,0.588238233127325,0.9069540281349106,16,,0.35301177760129215,154.69512748718262,204
0.001,3,3,2,8,0.001,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.8,0.01,"(0.8, 1.2)","(0.7, 1.3)",0.372296982975379,0.3466003820350196,0.5887277656396203,0.9067990977724285,21,3.613521989856674,0.3465911770774651,158.84297394752502,85
0.0001,3,3,2,8,0.001,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.4,0.2,0.05,"(0.8, 1.2)","(0.9, 1.1)",0.3194072430068089,0.34692229401648217,0.5890010984849537,0.9067125355853529,18,,0.3473182500213586,191.2699797153473,142
0.005,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.4,0.5,0.05,"(0.8, 1.2)","(0.8, 1.2)",0.3132894518423465,0.34971855692697423,0.5913700676623516,0.9059606200087076,41,3.41692460775672,0.35805074871033543,358.75648975372314,9
0.001,3,3,2,8,0.001,0.5,1024,128,128,ReduceLROnPlateau,0.1,0.8,0.1,0.2,0.01,"(0.5, 2.0)","(0.9, 1.1)",0.3308301488043935,0.3541749845786296,0.5951260241147497,0.9047622858481751,19,,0.3689311773356243,143.2842836380005,54
0.005,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.4,0.2,0.1,"(0.9, 1.1)","(0.9, 1.1)",0.33187347199540335,0.3578114065067002,0.5981733916739361,0.903784451367479,17,3.6373827378841064,0.4001499078838072,179.12961220741272,202
0.0001,3,3,2,8,0.001,0.5,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.4,0.8,0.1,"(0.8, 1.2)","(0.9, 1.1)",0.3216927285360512,0.36135944108037127,0.6011318000907715,0.9028303842615536,21,3.9084450763828533,0.3799225768489401,173.07230830192566,29
0.0001,3,3,2,8,0.001,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.25,0.2,0.1,"(0.5, 2.0)","(0.7, 1.3)",0.3286370859775701,0.36447988892481686,0.6037216982391944,0.9019912953005177,18,,0.3859264638691313,195.48939299583435,101
0.001,3,3,2,8,0.001,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.8,0.01,"(0.5, 2.0)","(0.9, 1.1)",0.3332571526787957,0.36809066766948273,0.606704761535199,0.9010203562762411,18,,,199.16510009765625,66
0.01,3,3,2,8,0.0005,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.4,0.8,0.05,"(0.9, 1.1)","(0.9, 1.1)",0.33828534695861584,0.37092314073955907,0.6090345973256027,0.9002587037814676,16,2.885504019083511,0.39143972456321086,148.08467268943787,130
0.01,3,3,2,8,0.001,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.8,0.1,"(0.5, 2.0)","(0.9, 1.1)",0.3272278072415709,0.37274600352598664,0.6105292814648505,0.8997685356652797,18,,0.3838650003556282,197.11314225196838,173
0.0001,3,3,2,8,0.0005,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.2,0.1,"(0.5, 2.0)","(0.7, 1.3)",0.3536816972873753,0.37335131392270726,0.6110248063071639,0.8996057675956923,21,4.15550399440581,0.3740202125399433,157.87580633163452,46
0.005,3,3,2,8,0.0005,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.2,0.01,"(0.9, 1.1)","(0.8, 1.2)",0.3149077319343646,0.37577978996149886,0.6130088008842115,0.8989527499719825,53,8.520873157992705,0.39059208354284597,389.0353636741638,128
0.0001,3,3,2,8,0.001,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.25,0.8,0.05,"(0.8, 1.2)","(0.7, 1.3)",0.33208176353424007,0.37784843580845423,0.614693774011462,0.8983964907486269,16,,0.38720421704777364,171.5019907951355,157
0.001,3,3,2,8,0.001,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.25,0.8,0.01,"(0.9, 1.1)","(0.8, 1.2)",0.4747418733317425,0.3874997883556484,0.6224948099025793,0.8958012403919092,17,,0.38750001946205676,183.4829065799713,176
0.01,3,3,2,8,0.001,0.5,1024,128,128,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.8, 1.2)","(0.9, 1.1)",0.3388362873967706,0.3908513922437489,0.6251810875608353,0.8948999935310537,26,,0.3993202172314772,179.71515274047852,25
0.0001,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.4,0.8,0.1,"(0.5, 2.0)","(0.7, 1.3)",0.36021443359335836,0.39414222720156344,0.6278074762230563,0.8940150874459837,17,,0.3945921121037999,159.4018201828003,120
0.001,3,3,2,8,0.001,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.5,0.05,"(0.9, 1.1)","(0.8, 1.2)",0.3534723346350297,0.39596711829555076,0.6292591821305039,0.8935243739175448,20,,0.3960598157879471,148.73871445655823,82
0.005,3,3,2,8,0.001,0.5,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.05,"(0.9, 1.1)","(0.8, 1.2)",0.3465811832598833,0.39737514117379774,0.6303769833788332,0.8931457563238792,26,4.520383116233114,0.4019648835722522,164.92102193832397,163
0.0001,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.1,"(0.9, 1.1)","(0.9, 1.1)",0.3445728008358083,0.39789233705268234,0.6307870774300012,0.8930066822632639,18,,0.4655526764036924,140.2708842754364,53
0.0001,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.1,0.8,0.05,"(0.8, 1.2)","(0.7, 1.3)",0.3369239251976252,0.3994897885071958,0.6320520457266124,0.8925771272929224,21,,0.41411278312781297,213.80410146713257,182
0.005,3,3,2,8,0.001,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.4,0.2,0.01,"(0.8, 1.2)","(0.7, 1.3)",0.3474131553344769,0.40141772154727534,0.633575347963662,0.8920587057674909,16,,0.4250954085557155,209.6627163887024,7
0.01,3,3,2,8,0.001,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.25,0.8,0.05,"(0.5, 2.0)","(0.9, 1.1)",0.35388350804667684,0.4043988296813557,0.6359236036516931,0.8912570852784916,18,,0.41436793550636564,178.08846402168274,38
0.001,3,3,2,8,0.001,0.4,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.25,0.5,0.05,"(0.8, 1.2)","(0.9, 1.1)",0.3550781957252036,0.4157963371715634,0.6448227176298641,0.8881922935578479,19,,0.43615797598023925,258.83443665504456,213
0.01,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.4,0.8,0.05,"(0.8, 1.2)","(0.8, 1.2)",0.3420659232206883,0.42178164112446753,0.6494471811660033,0.8865828442974586,29,,0.4267612234641087,259.8081223964691,83
0.01,3,3,2,8,0.001,0.5,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.4,0.5,0.01,"(0.8, 1.2)","(0.7, 1.3)",0.3507756068016118,0.42297721845916747,0.6503669875225583,0.8862613533469218,19,,0.4333810788321477,185.86578798294067,96
0.005,3,3,2,8,0.001,0.5,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.25,0.2,0.05,"(0.9, 1.1)","(0.9, 1.1)",0.4401278644436209,0.4291088958055097,0.6550640394690505,0.8846125442559101,16,,0.4291416532335564,240.36578750610352,8
0.001,3,3,2,8,0.001,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.01,"(0.8, 1.2)","(0.9, 1.1)",0.39371581395268884,0.5365154833219663,0.7324721723874337,0.8557308944350309,16,,0.5975713720289461,214.55530261993408,208
0.01,3,3,2,8,0.002,0.4,1024,128,128,ReduceLROnPlateau,0.1,0.8,0.25,0.8,0.01,"(0.5, 2.0)","(0.8, 1.2)",0.43896656445238885,0.5681700188628737,0.7537705346210302,0.8472189843941782,18,,0.5684555469959728,135.94628357887268,40
0.001,3,3,2,8,0.001,0.5,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.4,0.8,0.01,"(0.9, 1.1)","(0.7, 1.3)",0.4667902497520862,0.7014936149038848,0.8375521565275114,0.8113682465320629,19,,0.7326534016724376,227.7224726676941,68
0.001,3,3,2,8,0.002,0.2,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.1,0.2,0.1,"(0.9, 1.1)","(0.9, 1.1)",0.6019290695667981,0.7216075158290347,0.8494748470843823,0.8059596151204836,16,,0.7219999833475443,137.1795949935913,117
0.01,3,3,2,8,0.002,0.2,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.4,0.2,0.05,"(0.5, 2.0)","(0.7, 1.3)",0.44737674297757907,0.7729842742152463,0.8791952423752339,0.7921443959709586,17,,0.7959720758415216,105.50824618339539,171
0.01,3,3,2,8,0.002,0.3,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.25,0.5,0.01,"(0.5, 2.0)","(0.8, 1.2)",0.7215039513917766,0.8101310979790219,0.9000728292638446,0.7821556086841556,16,,0.8101448122129705,133.9642584323883,133
0.0001,3,3,2,8,0.002,0.4,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.1,"(0.5, 2.0)","(0.8, 1.2)",0.659534834103037,0.8256422826026523,0.9086486023775375,0.7779846484761697,17,,0.8254878691820301,112.12960934638977,185
0.0001,3,3,2,8,0.002,0.3,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.25,0.8,0.01,"(0.5, 2.0)","(0.8, 1.2)",0.5579801883439058,0.8468911997105667,0.920266917644314,0.7722708110182052,16,,0.8469127451130437,157.54732394218445,217
0.001,3,3,2,8,0.002,0.2,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.2,0.05,"(0.9, 1.1)","(0.7, 1.3)",0.592858996286217,1.1018405893290733,1.0496859479525642,0.7037148763844902,16,,1.1019863927802553,136.75541424751282,76
0.0001,3,3,2,8,0.002,0.3,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.25,0.8,0.1,"(0.5, 2.0)","(0.7, 1.3)",0.746059531350066,1.159898201976687,1.0769857018441271,0.6881031743772208,18,,1.1843026367686158,110.41667175292969,43
0.0001,3,3,2,8,0.002,0.4,1024,128,128,ReduceLROnPlateau,0.1,0.8,0.1,0.2,0.05,"(0.5, 2.0)","(0.9, 1.1)",0.6913810796635721,1.1623036467307781,1.0781018721488143,0.6874563498699205,16,,1.1623269464767525,126.40036249160767,248
0.01,3,3,2,8,0.002,0.5,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.4,0.5,0.1,"(0.8, 1.2)","(0.9, 1.1)",0.8975941341994672,1.3730112399997743,1.1717556229861985,0.6307970418692548,17,,1.3728761906831317,144.69258499145508,127
0.01,3,3,2,8,0.002,0.2,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.1,"(0.9, 1.1)","(0.8, 1.2)",1.016092790184393,1.4636704031422156,1.2098224676134162,0.6064187773374562,16,,1.4636133285545354,154.41759991645813,250
0.01,3,3,2,8,0.002,0.3,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.25,0.2,0.05,"(0.5, 2.0)","(0.9, 1.1)",1.0021630004266107,1.507818326572546,1.2279325415398625,0.594547393148489,16,,1.5076720062897604,104.18662810325623,17
0.01,3,3,2,8,0.002,0.3,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.1,0.8,0.05,"(0.8, 1.2)","(0.7, 1.3)",0.782415427077201,1.5089086264156806,1.2283764188617756,0.5942542113335063,16,,1.5094148594816197,164.3804886341095,193
0.0001,3,3,2,8,0.002,0.5,1024,128,128,ReduceLROnPlateau,0.1,0.8,0.1,0.2,0.01,"(0.9, 1.1)","(0.7, 1.3)",0.7013932669372015,1.593954910357938,1.2625192712818043,0.5713852509821592,17,,1.7894633253266377,138.08820247650146,2
0.0001,3,3,2,8,0.002,0.2,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.5,0.05,"(0.5, 2.0)","(0.8, 1.2)",0.8717425411671332,1.6500902205334713,1.2845583756814913,0.5562904564396198,16,,1.6502221043272656,130.02767324447632,95
