weight_decay,num_layers_temporal,num_layers_spatial,nhead_temporal,nhead_spatial,learning_rate,dropout_rate,dim_feedforward,d_model,batch_size,scheduler_type,pct_start,aug_p,aug_channel_dropout,aug_mixup_alpha,aug_noise_std,aug_magnitude_range,aug_stretch_range,MAE,MSE,RMSE,R2,epochs_trained,overfit_ratio,best_val_loss,time_seconds,iteration
0.005,3,3,2,8,0.002,0.5,1024,128,128,ReduceLROnPlateau,0.1,0.8,0.1,0.2,0.05,"(0.5, 2.0)","(0.8, 1.2)",0.8365734776743622,1.6640529839058131,1.2899817765789612,0.5525358669719116,19,,1.6652673172485712,145.43298482894897,239
0.0001,3,3,2,8,0.002,0.4,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.25,0.5,0.05,"(0.8, 1.2)","(0.7, 1.3)",1.1008119304096082,1.6690519489569597,1.2919179342965093,0.5511916444115224,16,,1.6692943269653777,108.48523592948914,126
0.01,3,3,2,8,0.002,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.4,0.5,0.05,"(0.5, 2.0)","(0.7, 1.3)",1.1473506811106913,1.8768390045355516,1.3699777387007248,0.4953176694971537,16,,1.8771240344820215,152.83106899261475,78
0.0001,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.1,"(0.9, 1.1)","(0.7, 1.3)",1.2030425006170875,1.9256813825658654,1.3876892240577015,0.48218394566038814,16,,1.926009353460983,159.2255790233612,188
0.01,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.1,0.2,0.01,"(0.5, 2.0)","(0.8, 1.2)",1.2785898925090138,2.0757686543024643,1.4407528081882972,0.44182545252603156,16,,2.0758859243593264,176.328218460083,56
0.01,3,3,2,8,0.002,0.3,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.4,0.5,0.01,"(0.8, 1.2)","(0.7, 1.3)",0.9545428133976701,2.1768353216722516,1.475410221488333,0.41464860832091965,17,,2.1771636890274015,140.47282528877258,93
0.0001,3,3,2,8,0.002,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.5,0.01,"(0.8, 1.2)","(0.9, 1.1)",0.8394573435655504,2.192651948142436,1.480760597849104,0.4103955147479623,16,,2.4087585557070517,117.60407400131226,150
0.001,3,3,2,8,0.002,0.3,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.25,0.8,0.01,"(0.5, 2.0)","(0.8, 1.2)",1.2461879584819682,2.2088007229141486,1.4862034594611024,0.4060531064397066,17,,2.2097643758511953,146.69660902023315,14
0.01,3,3,2,8,0.002,0.5,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.1,"(0.8, 1.2)","(0.8, 1.2)",0.8147681858709496,2.272662065304577,1.5075350958782276,0.38888078050831054,17,,2.4011086966878743,103.78001856803894,32
0.005,3,3,2,8,0.002,0.4,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.25,0.2,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.2657481458317668,2.413334148908511,1.5534909555283902,0.351054033079064,16,,2.4124389253517604,166.74955201148987,114
0.01,3,3,2,8,0.002,0.4,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.1,0.8,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.0877138132081385,2.685657441495868,1.6387975596442252,0.2778262529545741,16,,2.6865138716252335,105.88133931159973,159
0.01,3,3,2,8,0.002,0.3,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.2,0.05,"(0.5, 2.0)","(0.8, 1.2)",1.4565566554759912,2.7294149388176523,1.6520941071312047,0.26605985441321656,16,,2.7273704139612174,154.066002368927,11
0.0001,3,3,2,8,0.002,0.2,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.4,0.2,0.05,"(0.5, 2.0)","(0.8, 1.2)",1.439230630756587,2.8478734472536997,1.6875643535147629,0.23420634115985695,19,,2.846726049504062,119.21371841430664,195
0.005,3,3,2,8,0.002,0.2,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.1,0.2,0.01,"(0.5, 2.0)","(0.7, 1.3)",1.3016010987374091,2.9777826659472444,1.7256252970871875,0.1992737299525965,16,,2.977163227724117,153.81792974472046,135
0.0001,3,3,2,8,0.002,0.3,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.05,"(0.8, 1.2)","(0.8, 1.2)",1.414481013434325,3.6823470285449607,1.9189442484201986,0.009816251902655226,17,,3.6821137026567166,107.9123809337616,229
0.01,3,3,2,8,0.002,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.8, 1.2)","(0.7, 1.3)",1.7160197982587766,3.720829451338562,1.9289451654566445,-0.0005316781925404079,17,,,172.16376543045044,58
0.001,3,3,2,8,0.002,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.4,0.8,0.05,"(0.5, 2.0)","(0.8, 1.2)",1.8525328794729414,4.4380320877423785,2.106663733903059,-0.1933875902384623,16,,4.439289545887678,149.91333603858948,222
0.001,3,3,2,8,0.002,0.2,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.4,0.2,0.1,"(0.8, 1.2)","(0.8, 1.2)",1.4217461553642112,4.625787027647134,2.1507642891881793,-0.24387492580936954,15,,,149.38257694244385,26
0.005,3,3,2,8,0.002,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.2,0.1,"(0.8, 1.2)","(0.8, 1.2)",1.4217461553642112,4.625787027647134,2.1507642891881793,-0.24387492580936954,15,,,118.0263078212738,31
0.005,3,3,2,8,0.002,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.01,"(0.8, 1.2)","(0.8, 1.2)",1.4217461553642112,4.625787027647134,2.1507642891881793,-0.24387492580936954,15,,,139.65222692489624,100
0.005,3,3,2,8,0.002,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.2,0.05,"(0.8, 1.2)","(0.8, 1.2)",1.4217461553642112,4.625787027647134,2.1507642891881793,-0.24387492580936954,15,,,120.46352744102478,108
0.0001,3,3,2,8,0.002,0.3,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.25,0.2,0.1,"(0.9, 1.1)","(0.8, 1.2)",1.4217461553642112,4.625787027647134,2.1507642891881793,-0.24387492580936954,15,,,155.7859025001526,116
0.001,3,3,2,8,0.002,0.3,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.4217461553642112,4.625787027647134,2.1507642891881793,-0.24387492580936954,15,,,157.42634057998657,243
0.005,3,3,2,8,0.002,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.8,0.01,"(0.8, 1.2)","(0.9, 1.1)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,198.89180302619934,5
0.0001,3,3,2,8,0.002,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,178.33912539482117,15
0.01,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.1,0.2,0.1,"(0.9, 1.1)","(0.8, 1.2)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,153.2503809928894,33
0.0001,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.1,0.8,0.01,"(0.9, 1.1)","(0.8, 1.2)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,187.8384144306183,50
0.0001,3,3,2,8,0.002,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.1,0.8,0.05,"(0.9, 1.1)","(0.8, 1.2)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,169.10330057144165,71
0.001,3,3,2,8,0.002,0.4,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.25,0.5,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,178.14733171463013,75
0.005,3,3,2,8,0.002,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.5,0.05,"(0.9, 1.1)","(0.8, 1.2)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,179.740629196167,103
0.001,3,3,2,8,0.002,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.1,0.8,0.1,"(0.9, 1.1)","(0.8, 1.2)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,193.4608702659607,134
0.005,3,3,2,8,0.002,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.1,0.8,0.01,"(0.9, 1.1)","(0.7, 1.3)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,156.83834099769592,138
0.005,3,3,2,8,0.002,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.05,"(0.5, 2.0)","(0.7, 1.3)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,156.1498544216156,143
0.01,3,3,2,8,0.002,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.2,0.1,"(0.8, 1.2)","(0.7, 1.3)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,179.67519807815552,151
0.01,3,3,2,8,0.002,0.5,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.1,0.5,0.05,"(0.8, 1.2)","(0.7, 1.3)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,219.01585912704468,178
0.005,3,3,2,8,0.002,0.4,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.4,0.5,0.01,"(0.5, 2.0)","(0.9, 1.1)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,179.540874004364,198
0.001,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.1,0.2,0.05,"(0.8, 1.2)","(0.8, 1.2)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,198.0457158088684,199
0.01,3,3,2,8,0.002,0.5,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.4,0.5,0.05,"(0.8, 1.2)","(0.8, 1.2)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,185.40302348136902,233
0.005,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.05,"(0.5, 2.0)","(0.9, 1.1)",1.4217461551249877,4.625787028229931,2.150764289323665,-0.24387492596608373,15,,,172.45211052894592,237
0.0001,3,3,2,8,0.002,0.5,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.25,0.8,0.05,"(0.8, 1.2)","(0.9, 1.1)",1.640987657643223,4.902885562362838,2.214246048288861,-0.3183867693619027,16,,4.903899950884557,127.62448215484619,160
0.0001,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.1,0.2,0.01,"(0.9, 1.1)","(0.8, 1.2)",2.0259486047067945,5.17608818696581,2.2751017970556418,-0.39185100201633993,16,,5.174141543160143,208.0121669769287,84
0.005,3,3,2,8,0.002,0.5,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.4,0.2,0.01,"(0.8, 1.2)","(0.8, 1.2)",1.9179585233060201,5.255677804467445,2.2925265111809385,-0.41325266382509773,16,,5.255603826877683,138.13451147079468,91
0.01,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.01,"(0.8, 1.2)","(0.8, 1.2)",2.1722334476307825,5.495344048220442,2.344215017488891,-0.4776989579120312,18,,5.492712819299032,181.87018013000488,181
0.005,3,3,2,8,0.002,0.2,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.05,"(0.9, 1.1)","(0.7, 1.3)",2.19683411951201,5.628654108366093,2.3724784737413516,-0.5135460559695606,17,1.75050683568737,5.630550748749237,141.8542332649231,194
0.001,3,3,2,8,0.002,0.2,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.4,0.5,0.05,"(0.8, 1.2)","(0.8, 1.2)",2.2188054496324425,5.75179484263526,2.398289983016078,-0.5466586205532096,20,1.9415812251879778,5.751217943121416,193.82343363761902,148
0.005,3,3,2,8,0.002,0.3,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.1,0.2,0.1,"(0.5, 2.0)","(0.9, 1.1)",1.6922767594467403,5.755398624041055,2.399041188483652,-0.5476276779918625,16,,5.7553520224189185,160.55024313926697,118
0.0001,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.25,0.8,0.01,"(0.8, 1.2)","(0.8, 1.2)",2.2248495708431233,5.799880557617927,2.4082941177559536,-0.559588877566572,16,,5.799154380203098,191.38290524482727,190
0.01,3,3,2,8,0.002,0.3,1024,128,64,ReduceLROnPlateau,0.1,0.8,0.25,0.8,0.1,"(0.5, 2.0)","(0.7, 1.3)",2.2395784088114734,5.8901536018866985,2.4269638649734153,-0.5838633146669585,16,,5.888332889639875,136.20432901382446,63
0.0001,3,3,2,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.1,0.5,0.25,0.8,0.1,"(0.5, 2.0)","(0.8, 1.2)",2.243219818731939,5.893139941031285,2.427579028792118,-0.5846663417755806,31,,5.892821905976029,296.9658453464508,206
0.001,3,3,2,8,0.002,0.3,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.25,0.8,0.1,"(0.8, 1.2)","(0.8, 1.2)",2.3354813973268707,6.439533239709875,2.537623541763016,-0.7315915935855983,16,,6.442078227381552,206.9347140789032,192
0.005,3,3,2,8,0.002,0.3,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.4,0.8,0.05,"(0.8, 1.2)","(0.8, 1.2)",2.3739724388637673,6.6327419608441485,2.575411027553495,-0.7835454518653338,16,,6.631780844815047,106.31764221191406,145
0.0001,3,3,2,8,0.002,0.4,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.01,"(0.8, 1.2)","(0.9, 1.1)",2.3787406959047197,6.65733636260237,2.5801814592393244,-0.7901588907200607,16,,6.658956309502409,133.8901345729828,218
0.005,3,3,2,8,0.002,0.3,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.4,0.5,0.05,"(0.9, 1.1)","(0.8, 1.2)",2.4239690814365233,6.89581383593174,2.625988163707472,-0.8542855242360134,17,,6.898775300815064,184.41443037986755,180
0.0001,3,3,2,8,0.002,0.3,1024,128,64,ReduceLROnPlateau,0.1,0.5,0.4,0.5,0.1,"(0.9, 1.1)","(0.7, 1.3)",2.4441577178156653,7.002607076318711,2.646243956312175,-0.8830022449084851,18,,7.003390161667385,148.5109841823578,4
0.005,3,3,2,8,0.002,0.3,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.4,0.8,0.05,"(0.9, 1.1)","(0.9, 1.1)",2.4883207855696794,7.246541955338607,2.691940184205178,-0.9485963757514533,16,,7.24849992918056,133.09915494918823,47
0.01,3,3,2,8,0.002,0.2,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.4,0.8,0.05,"(0.5, 2.0)","(0.9, 1.1)",2.4912579702876694,7.26307500702978,2.6950092777261045,-0.9530421161893179,16,,7.262550678024235,144.1870093345642,22
0.01,3,3,2,8,0.002,0.4,1024,128,64,ReduceLROnPlateau,0.1,1.0,0.25,0.2,0.1,"(0.5, 2.0)","(0.8, 1.2)",2.5176147824478434,7.4131663576128775,2.7227130509131654,-0.9934017061261982,16,,7.411800126535769,155.35160970687866,211
0.001,3,3,2,8,0.002,0.4,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.4,0.2,0.01,"(0.5, 2.0)","(0.9, 1.1)",2.543083011389673,7.561154858200507,2.7497554178872905,-1.0331958393383163,26,,7.563459105466598,356.06401681900024,221
0.0001,3,3,2,8,0.002,0.4,1024,128,32,ReduceLROnPlateau,0.1,0.8,0.4,0.2,0.01,"(0.9, 1.1)","(0.8, 1.2)",2.675988229924722,8.380595769159072,2.894925865917653,-1.2535436409625071,16,,8.384386465554835,203.30579662322998,136
0.005,3,3,2,8,0.002,0.5,1024,128,128,ReduceLROnPlateau,0.1,0.5,0.1,0.5,0.1,"(0.9, 1.1)","(0.7, 1.3)",2.7017608059956806,8.54865144492742,2.9238076962973163,-1.2987338410255056,17,,8.54620212660816,105.28811979293823,144
0.005,3,3,2,8,0.002,0.4,1024,128,128,ReduceLROnPlateau,0.1,0.8,0.4,0.5,0.05,"(0.8, 1.2)","(0.8, 1.2)",2.7630596790928994,8.960921140222887,2.9934797711397496,-1.4095932328617824,16,,8.959846406866532,122.95628476142883,110
0.001,3,3,2,8,0.002,0.5,1024,128,128,ReduceLROnPlateau,0.1,1.0,0.1,0.5,0.05,"(0.8, 1.2)","(0.7, 1.3)",2.929060954156176,10.159748905201221,3.187436102136201,-1.7319582246584582,16,,10.164686390876055,135.18436121940613,154
0.001,3,3,2,8,0.002,0.5,1024,128,32,ReduceLROnPlateau,0.1,1.0,0.4,0.5,0.1,"(0.9, 1.1)","(0.9, 1.1)",2.9551404475550496,10.35940060908611,3.218602275691439,-1.785644602105854,16,,10.357935761368015,215.6117980480194,129
