weight_decay,num_layers_temporal,num_layers_spatial,nhead_temporal,nhead_spatial,learning_rate,dropout_rate,dim_feedforward,d_model,batch_size,scheduler_type,pct_start,MAE,MSE,RMSE,R2,epochs_trained,overfit_ratio,best_val_loss,time_seconds,iteration
0.0005,2,2,8,4,0.0003,0.1,512,128,32,OneCycleLR,0.15,0.2710521043200185,0.27545035885960106,0.5248336487493929,0.9256752390320901,32,19.5714143339572,0.2762320459201776,268.10754561424255,42
1e-05,2,2,8,2,0.0001,0.4,256,160,32,ReduceLROnPlateau,0.15,0.2770054537212875,0.2758742659876742,0.5252373425297122,0.9255608561861317,32,3.928150272780769,0.2848699816922913,277.33569717407227,87
0.001,1,4,2,8,0.0001,0.1,256,160,128,OneCycleLR,0.1,0.30659078983460764,0.2762844760824884,0.5256276972178011,0.925450169210192,32,4.7388957574555,0.2794702646971821,223.43790078163147,44
1e-06,1,3,2,2,0.001,0.2,128,64,32,OneCycleLR,0.3,0.28942308564524777,0.2766727902121989,0.5259969488620623,0.9253453904217718,31,8.992627067888284,0.2770355780353432,262.159707069397,40
5e-05,2,3,2,4,0.0005,0.3,1024,96,128,ReduceLROnPlateau,0.3,0.27104165927062684,0.28092072834410553,0.5300195546808679,0.9241991694200364,33,7.660253835485765,0.2809080257229898,148.1874237060547,43
0.0005,3,2,8,2,0.0003,0.3,256,96,64,OneCycleLR,0.2,0.27733504048207885,0.28388951450413,0.5328128325257661,0.9233981019513927,32,6.077433151774553,0.28885755946432456,164.95361065864563,30
1e-06,1,3,2,8,0.0005,0.1,512,160,64,ReduceLROnPlateau,0.1,0.28400575311304904,0.2849969827179981,0.5338510866505735,0.92309927384089,31,23.493080924369725,0.2874278035076304,214.74613666534424,15
1e-05,2,4,4,4,0.0003,0.2,256,96,32,ReduceLROnPlateau,0.2,0.29110219487353955,0.28573429636246095,0.5345412017445063,0.9229003245252675,31,13.303344978204999,0.286166916696028,292.47789454460144,90
0.0001,1,3,4,2,0.0003,0.15,256,192,32,OneCycleLR,0.05,0.31993893310909327,0.2865242414638871,0.535279591861942,0.9226871736654018,32,14.493211938265333,0.2865277356114881,263.7926867008209,21
5e-05,2,1,8,8,0.0001,0.4,256,128,64,ReduceLROnPlateau,0.1,0.30482465784265095,0.29086782007650913,0.5393216295277885,0.9215151459960059,32,2.809733277164413,0.2965107016790396,142.358069896698,2
0.0005,2,2,2,8,0.001,0.2,128,128,128,ReduceLROnPlateau,0.3,0.29615550786035616,0.2916345639286491,0.5400320026893305,0.9213082555284463,31,13.917523072794378,0.29565436475459245,127.10706996917725,50
0.001,1,4,4,2,0.0001,0.1,1024,256,32,OneCycleLR,0.05,0.35002468193047853,0.2919231618556773,0.5402991410836013,0.9212303831596064,31,18.008035219404277,0.2920552236476223,299.6999542713165,12
5e-05,3,1,2,4,0.0005,0.4,512,96,128,ReduceLROnPlateau,0.3,0.29656464515621067,0.2951436276161188,0.543271228408167,0.9203614049929374,31,4.287603045237564,0.2957762529824985,87.08920121192932,31
0.001,1,1,2,8,0.0005,0.1,256,128,32,OneCycleLR,0.05,0.35259333448223246,0.2972713278358739,0.5452259420055816,0.9197872877149661,31,12.196471717067329,0.297247434618591,212.8839087486267,18
1e-06,2,2,4,4,0.001,0.2,1024,96,64,OneCycleLR,0.15,0.35098666054223077,0.29791306556996533,0.5458141309731412,0.9196141276439903,31,7.736681678067905,0.29792836467544176,163.51717567443848,32
0.0005,3,3,2,2,0.001,0.3,512,128,128,OneCycleLR,0.2,0.3183127762496784,0.29818324813700964,0.5460615790705382,0.9195412242911088,34,4.968225481195176,0.2981830133178245,144.82370328903198,63
1e-06,2,4,2,8,0.0003,0.1,256,160,64,ReduceLROnPlateau,0.1,0.28977359400642244,0.30013997993676195,0.5478503262176285,0.9190132394160955,32,26.335445484591272,0.3062653083851312,272.8512542247772,10
5e-05,2,4,4,2,0.0003,0.2,128,128,128,ReduceLROnPlateau,0.1,0.2988289244770065,0.30330733227605183,0.5507334493891322,0.9181585928420503,32,6.1694658251696035,0.3078049440389273,142.2208161354065,52
1e-05,2,1,2,8,0.0003,0.2,1024,192,32,OneCycleLR,0.3,0.275553852186925,0.30484091465563345,0.5521240029700153,0.9177447863606977,32,9.575131464697076,0.31403462906470003,249.51504111289978,89
1e-05,3,3,2,8,0.0005,0.15,1024,256,32,ReduceLROnPlateau,0.1,0.3258467080277213,0.30542290835011104,0.5526508014561374,0.9175877470219,32,3.3786113774341793,0.30542507847209743,374.71999430656433,19
1e-05,1,3,8,8,0.0001,0.3,256,128,128,ReduceLROnPlateau,0.05,0.3172477582559324,0.30685730367337744,0.5539470224429205,0.9172007041805814,32,3.0614307196243127,0.3147935561243741,163.76950097084045,57
1e-06,3,3,8,8,0.0003,0.5,256,64,128,ReduceLROnPlateau,0.15,0.2750184575412048,0.30741589077361964,0.5544509813983736,0.9170499806423107,34,3.048051947021281,0.32470382382308527,166.99449181556702,97
0.0001,3,2,2,8,0.0005,0.3,128,96,64,ReduceLROnPlateau,0.2,0.28622593931671914,0.3075351062740058,0.5545584786783138,0.9170178127278938,32,8.823840788801252,0.3109896036549129,185.60478711128235,79
1e-05,1,4,2,8,0.0003,0.3,128,64,64,OneCycleLR,0.2,0.2939027783993749,0.3095596308856786,0.5563808326009071,0.9164715353207443,33,4.184166343254278,0.3181682708247312,224.3238000869751,99
0.0001,2,3,8,2,0.0003,0.5,256,64,128,ReduceLROnPlateau,0.2,0.28788205648405085,0.3096699871193933,0.5564799970523588,0.9164417579019524,34,2.8245964344992864,0.3488115404320621,116.23646545410156,28
0.0005,2,2,8,2,0.0003,0.1,256,128,64,ReduceLROnPlateau,0.15,0.3185248260132186,0.3114497149345298,0.5580768002117,0.915961534006091,34,16.32500636203235,0.3114907341248271,221.0794279575348,1
1e-05,2,2,4,4,0.002,0.1,128,128,64,OneCycleLR,0.1,0.3275889351532332,0.31778373518688624,0.563723101519608,0.9142524255367053,31,5.30117161689158,0.3178242432302621,152.45898628234863,75
1e-05,2,4,2,4,0.0005,0.2,256,192,32,ReduceLROnPlateau,0.2,0.29333560650300855,0.3189164830349417,0.5647269101388225,0.9139467762233691,32,9.599475384392273,0.3192713992527757,325.82936096191406,56
5e-05,3,2,4,2,0.0003,0.5,512,64,128,ReduceLROnPlateau,0.3,0.28722077010001823,0.3198305972717437,0.5655356728551645,0.9137001208099256,32,2.3802157939133997,0.335157811480841,102.06891012191772,37
1e-06,3,1,2,2,0.0005,0.2,512,192,64,ReduceLROnPlateau,0.05,0.2874402673269062,0.31986223787205204,0.5655636461726055,0.91369158322782,34,9.52037106655558,0.3206650845918698,162.69592094421387,46
1e-06,3,3,4,8,0.002,0.5,128,64,128,OneCycleLR,0.2,0.2779112074274799,0.3209906341068659,0.5665603534548336,0.9133871081101368,31,5.627079235196921,0.39452256313685713,155.35834169387817,8
1e-06,3,3,8,8,0.0001,0.4,256,160,32,OneCycleLR,0.05,0.2970640123694018,0.32299417034987765,0.5683257607656701,0.9128464939937897,31,4.570236409255173,0.3398443576635449,343.95167803764343,49
0.0001,1,1,2,8,0.001,0.2,256,160,64,OneCycleLR,0.05,0.30080737819617565,0.32589472025121524,0.5708718947813206,0.912063838712508,31,10.443283002951809,0.32983909493153063,125.31220245361328,84
1e-05,1,3,8,8,0.0003,0.1,256,192,128,ReduceLROnPlateau,0.2,0.30018414836569707,0.3261693506865045,0.5711123800851322,0.9119897351914892,40,30.764155695105156,0.32662566094205475,220.78324365615845,38
0.0001,2,4,4,8,0.001,0.3,128,160,128,ReduceLROnPlateau,0.3,0.31087818723795474,0.32679057718054383,0.5716559954907705,0.9118221096677194,33,9.784431079338187,0.32692676854097863,229.4466576576233,62
1e-05,1,2,2,2,0.0005,0.4,256,160,32,OneCycleLR,0.3,0.30062141343904925,0.3281681032301984,0.5728595842178067,0.9114504118605663,32,5.633444606965128,0.3335424880484591,246.40950775146484,65
0.0001,1,2,4,4,0.0005,0.2,256,192,32,ReduceLROnPlateau,0.2,0.30520880569812064,0.3295989399423598,0.5741070805541069,0.9110643292391611,35,13.990543071563883,0.3298790943229395,275.08619713783264,55
1e-05,2,1,8,8,0.002,0.1,128,256,64,ReduceLROnPlateau,0.2,0.29825099934598664,0.33021202189907717,0.5746407763978094,0.9108989013556201,49,1.528318638155621,0.33027101984468177,216.18249249458313,86
0.001,3,2,4,8,0.0003,0.1,128,256,128,OneCycleLR,0.15,0.31795632150444625,0.33158740016881594,0.5758362615959643,0.9105277830838487,36,34.31926667068466,0.3315941810250461,171.66235327720642,36
0.001,3,2,2,8,0.001,0.1,512,160,32,OneCycleLR,0.1,0.2923369908800368,0.3330969638050738,0.5771455308716111,0.9101204575791908,38,5.07672175208496,0.3335437594235748,352.4995243549347,61
0.001,1,4,2,8,0.001,0.3,256,64,64,ReduceLROnPlateau,0.05,0.30242587652048253,0.33509966665067514,0.578877937609195,0.9095800683384385,33,6.68163353106115,0.33512517264757913,232.31785893440247,16
0.0005,2,2,2,2,0.002,0.15,1024,64,128,OneCycleLR,0.2,0.3138381850816589,0.3369067598317248,0.5804366975232741,0.909092460446823,33,5.940875833883797,0.337458952854777,105.44107103347778,92
0.001,3,1,2,4,0.002,0.15,256,160,128,ReduceLROnPlateau,0.1,0.33160847640287744,0.33728656581336786,0.5807637779797978,0.9089899774117067,36,1.948932673392962,0.3373100200827154,109.60469007492065,33
0.001,2,1,4,4,0.001,0.2,128,128,128,OneCycleLR,0.3,0.32041608250345893,0.3408896473594619,0.5838575574225805,0.908017758040601,38,13.6146971055139,0.3408501015923012,99.06713366508484,93
1e-05,3,3,4,8,0.0005,0.1,128,256,128,OneCycleLR,0.2,0.32240835248126437,0.3487170248176295,0.5905226708752421,0.9059056970471338,31,37.20524343597093,0.35855374219066377,191.67600631713867,34
0.0001,3,3,4,2,0.0003,0.3,1024,96,32,OneCycleLR,0.05,0.32314465034735435,0.3498782744824318,0.5915050925245122,0.9055923570895537,34,6.05372761092644,0.3498527883947164,313.24203991889954,58
0.001,1,2,8,2,0.0003,0.3,512,96,32,ReduceLROnPlateau,0.2,0.31775742428511866,0.35032072701294403,0.5918789800397916,0.9054729701382855,31,5.592583685035774,0.37451381629285424,256.9761929512024,88
1e-06,1,3,8,8,0.0003,0.2,256,64,32,ReduceLROnPlateau,0.2,0.3178923885973586,0.35550297997122204,0.5962407064023908,0.9040746429987098,31,7.957551096124245,0.36262927149412694,272.94959831237793,81
1e-06,2,3,4,4,0.002,0.1,512,96,128,OneCycleLR,0.15,0.3179051459870015,0.35612885744433537,0.5967653286211719,0.9039057625014145,33,7.602948344771337,0.3573697860719918,137.98969292640686,13
1e-06,1,2,8,2,0.0001,0.4,1024,160,32,OneCycleLR,0.2,0.31918689732646743,0.3563508876895857,0.5969513277391932,0.903845852087886,34,4.947134406473419,0.372521213943633,274.43047285079956,91
0.0001,3,4,2,8,0.0001,0.5,1024,128,32,OneCycleLR,0.15,0.3100474601282262,0.3614971085449589,0.6012462960758751,0.9024572474894123,32,3.697953090288036,0.37545771301239506,388.219083070755,77
1e-05,1,4,8,8,0.002,0.15,512,64,128,ReduceLROnPlateau,0.1,0.3366351124137059,0.371010357551674,0.6091061956273914,0.899890287833307,34,1.3355321218753298,0.3803869790044324,197.51228284835815,25
1e-05,1,4,8,4,0.001,0.4,128,96,64,OneCycleLR,0.15,0.3260181329727173,0.3721327252619861,0.6100268233954849,0.8995874393921853,33,6.937584059137805,0.37912356970549704,194.4833426475525,96
5e-05,1,3,2,8,0.001,0.3,256,128,32,OneCycleLR,0.05,0.322290442927938,0.3766443000072568,0.6137135325273974,0.8983700813320274,32,5.151074671332116,0.3775076231767034,276.94670033454895,71
1e-05,1,2,4,2,0.0005,0.5,512,64,32,ReduceLROnPlateau,0.15,0.3158300442171865,0.37738314436018267,0.614315183240804,0.8981707189853925,32,4.139245701501799,0.40396248678574853,236.40593814849854,94
1e-06,2,1,2,4,0.0005,0.5,128,128,64,OneCycleLR,0.05,0.32851386634870766,0.37779647338997197,0.6146515056436224,0.8980591904273344,35,5.651619211334326,0.38109129581047496,154.24744510650635,69
1e-06,1,3,2,8,0.001,0.15,128,96,64,ReduceLROnPlateau,0.05,0.328183325594123,0.3810716917086047,0.6173100450410675,0.8971754383797497,32,18.53437504835121,0.3811673779269566,197.71590566635132,51
0.0001,1,4,2,4,0.001,0.1,128,256,32,OneCycleLR,0.3,0.35781927888243714,0.3846594549531965,0.6202092025705491,0.8962073523454177,50,1.3300625734616707,0.38471425225486283,479.5263636112213,78
1e-06,2,2,8,2,0.0005,0.3,256,192,32,ReduceLROnPlateau,0.15,0.3465194442059772,0.39498626697925693,0.6284793289991779,0.8934208690074573,43,7.391661602990066,0.39496752319486067,371.82194542884827,54
0.0001,1,3,8,8,0.001,0.4,128,128,128,ReduceLROnPlateau,0.2,0.33314465145603656,0.3964514206342404,0.6296438839806517,0.893025526646537,36,9.827782727093101,0.4028592994634894,177.72096872329712,45
5e-05,1,3,2,2,0.0003,0.5,1024,256,64,OneCycleLR,0.05,0.3370826432436749,0.3977627665675457,0.6306843636618445,0.8926716862179288,31,5.132423989284982,0.4571290318755017,193.15973114967346,29
0.0001,1,4,4,2,0.002,0.1,256,96,64,OneCycleLR,0.05,0.4119761721755879,0.3986895561066213,0.6314186852688328,0.8924216106281037,33,1.099689787234602,0.3986613302216537,172.49145007133484,26
1e-05,1,2,8,8,0.0005,0.5,256,96,128,ReduceLROnPlateau,0.1,0.3412839986132662,0.4044221946834581,0.6359419743054063,0.8908747729557811,34,5.00010575514607,0.43106186851926115,134.9454574584961,83
1e-06,3,2,2,2,0.0003,0.5,256,256,64,OneCycleLR,0.05,0.34963112093182186,0.4121326900991564,0.6419756148789114,0.8887942502398603,34,5.845412578187307,0.4122478382340793,187.48077869415283,48
0.0001,2,3,2,2,0.0001,0.5,1024,192,128,OneCycleLR,0.3,0.34321023291623304,0.4140944332384406,0.6435016963757287,0.8882649131552712,36,3.7445314125202116,0.4486365754654382,173.04234313964844,70
0.0005,1,4,4,8,0.002,0.2,512,96,32,ReduceLROnPlateau,0.3,0.4159702529272308,0.4354318963180703,0.6598726364368129,0.8825074262178031,31,1.101219013165791,0.4375067017961299,308.71589612960815,24
0.0001,2,3,4,4,0.0001,0.5,128,192,32,OneCycleLR,0.05,0.3618938471241513,0.4580496518449865,0.6767936552930934,0.8764044780128035,55,7.980666194670708,0.4622790232144374,498.8970401287079,39
1e-06,3,1,4,8,0.002,0.2,128,256,128,ReduceLROnPlateau,0.1,0.352659600139951,0.46822890129854955,0.6842725343739507,0.8736578114787642,76,1.5572353903112637,0.4684202447511267,247.8946008682251,5
0.0001,2,4,4,2,0.002,0.15,128,128,128,OneCycleLR,0.3,0.4674573417481454,0.48247290268092713,0.6946026941215583,0.8698143530699428,33,1.5155011443828104,0.4823891793323242,148.9350516796112,73
0.001,3,4,8,8,0.001,0.5,512,96,64,ReduceLROnPlateau,0.1,0.3895855192460979,0.6266713938145608,0.7916257915294074,0.830905279108985,35,2.408794962098564,0.628999063453038,298.37822008132935,20
0.001,1,3,4,2,0.0003,0.5,128,256,128,ReduceLROnPlateau,0.2,0.40276053381006394,0.6336432385997884,0.7960171094893554,0.8290240664675756,43,7.229557769757975,0.64357057688297,186.54710459709167,76
5e-05,1,1,2,2,0.0003,0.5,128,256,32,ReduceLROnPlateau,0.2,0.4223457442067328,0.651569862917196,0.8071987753442122,0.8241869260373758,49,6.633463458102911,0.6584807598787448,325.18303203582764,64
1e-05,3,3,2,8,0.001,0.5,1024,160,128,OneCycleLR,0.3,0.4988065802963554,0.8721431371319351,0.9338860407629698,0.7646696469537937,37,3.090104722133578,0.8781464133662977,235.64051961898804,9
5e-05,1,4,4,2,0.001,0.2,512,192,32,ReduceLROnPlateau,0.05,0.7964560136363243,0.9176889148589553,0.9579608107114588,0.7523800312979151,31,5.425298211713135,0.9175704331948482,281.7087433338165,82
0.0005,1,3,8,2,0.002,0.1,512,256,32,ReduceLROnPlateau,0.3,1.0611627994667465,1.5661109013517098,1.2514435270325663,0.5774163487238946,31,1.0908249121744162,1.5664511486508141,260.77278661727905,4
0.001,2,4,2,2,0.001,0.15,1024,256,32,ReduceLROnPlateau,0.15,1.541419360411471,3.60950184720922,1.899868902637553,0.026048239262609463,56,1.0927919199061973,3.6095011783325335,581.7703893184662,14
5e-05,1,4,2,8,0.002,0.2,128,160,32,OneCycleLR,0.05,1.5611395733109121,3.612563390357174,1.9006744567014031,0.02522214317906568,59,1.1022517112505963,3.6125141917318775,590.015308380127,47
1e-06,2,4,8,2,0.002,0.4,512,160,32,OneCycleLR,0.15,1.5701225161355117,3.644126367576993,1.9089594986738176,0.016705506108738444,45,,3.6441471122015363,414.9163751602173,95
1e-05,2,3,4,8,0.002,0.4,1024,128,32,OneCycleLR,0.3,1.59233642477739,3.647729792812185,1.9099030846648175,0.01573319400001516,58,1.1150979201343936,3.647763032141118,549.4706878662109,85
0.001,3,2,4,8,0.002,0.1,512,128,64,ReduceLROnPlateau,0.3,1.6099009333000012,3.706088788834368,1.9251204608632593,-1.3811912897176981e-05,40,1.2154077116782822,3.706094093694501,238.88719391822815,53
1e-06,2,4,4,4,0.002,0.15,256,192,32,ReduceLROnPlateau,0.1,1.6236087686311358,3.7083405872858406,1.9257052181696555,-0.0006214146125143039,34,1.2181321681534527,3.7083929798234885,347.46186089515686,100
0.001,3,2,4,8,0.002,0.2,1024,128,32,ReduceLROnPlateau,0.15,1.625604055490451,3.708947622523964,1.9258628254691361,-0.0007852109101826876,34,1.1966307947093828,3.708917245907762,311.8196623325348,6
1e-06,3,2,4,4,0.002,0.4,256,256,128,ReduceLROnPlateau,0.3,1.6459464827055696,3.7191852062349358,1.9285189151872313,-0.0035476177749158566,31,1.7024642199050934,3.719248257369652,136.82067275047302,27
1e-05,3,3,8,2,0.001,0.4,1024,256,128,OneCycleLR,0.05,1.7607005136674312,3.914858583351492,1.978600157523367,-0.05634615847089863,40,1.6436939449168748,3.914647243619859,215.80966019630432,17
